subject,acc,RT,Code,seq,actionseq,timeseq,trial
28329,1,0.436778000090271,2,1,2,582,78
28329,1,0.609485100023448,1,6,1,583,78
28329,1,0.575382400071248,3,4,3,584,78
28329,1,0.550507899839431,3,3,3,585,78
28329,1,0.366850099992007,1,6,1,586,78
28329,1,0.502040999941528,2,2,2,587,78
28329,1,0.568494800012559,1,6,1,588,78
28329,1,0.599477600073442,2,1,2,589,78
28329,1,0.637122399872169,1,5,1,590,78
28329,1,0.610088099958375,2,2,2,591,78
28329,1,0.648174999980256,2,1,2,592,78
28329,1,0.572166299913079,3,4,3,593,78
28329,1,0.539163999957964,3,3,3,594,78
28329,1,0.468076700111851,3,3,3,595,78
28329,1,0.687192999990657,2,2,2,596,78
28329,1,0.578295200131834,1,5,1,597,78
28329,1,0.529456899967045,1,6,1,598,78
28329,1,0.530892600072548,2,1,2,599,78
28329,1,0.539532199967653,2,1,2,600,78
28329,1,0.564021399943158,3,4,3,601,78
